Type,Display_name,Date,Contents,Categories,translated_content,cleaned_data,neg,neu,pos,compound,sentiment_label
Post,Garcia Moy,2024-04-15,"The place is very accessible to all the nice restaurants in San Juan. It isa beachfront property with a swimming pool, so you get to experience the LU vibeà.Their villas are strategically built so that if you want peace and quiet, you can easily have it too. Best of all, you can bring food or cook in their complete kitchenà Booking is very easy since the owners are very accommodatingà. We would definitely go back! - Doc Pre",Food,"The place is very accessible to all the nice restaurants in San Juan. It is a beachfront property with a swimming pool, so you get to experience the LU vibeà. Their villas are strategically built so that if you want peace and quiet, you can easily have it too. Best of all, you can bring food or cook in their complete kitchenà Booking is very easy since the owners are very accommodatingà. We would definitely go back! - Doctor Pre",place accessible nice restaurant san juan beachfront property swimming pool get experience lu vibeà villa strategically built want peace quiet easily best bring food cook complete kitchenà booking easy since owner accommodatingà would definitely go back doctor pre,0.0,0.61,0.39,0.9571,positive
Tweet,MarkEscobar,2024-04-03,"Not as impressed with the pottery as I thought IÆd be. ItÆs nice, but I think I had higher expectations based on what I heard from others.",Experience,"Not as impressed with the pottery as I thought IÆd be. ItÆs nice, but I think I had higher expectations based on what I heard from others.",impressed pottery thought iæd itæs nice think higher expectation based heard others,0.0,0.629,0.371,0.7096,positive
Tweet,carloscharming,2022-10-20,I wished the service at Costa Villa Beach Resort had been as good as the location.,Accomodation,I wished the service at Costa Villa Beach Resort had been as good as the location.,wished service costa villa beach resort good location,0.0,0.707,0.293,0.4404,positive
Post,Barrenechea A Patricia,2019-08-20,"Made me,( a senior citizen) very comfortable. Attention to details, beyond compare. A class on its own.",Accomodation,"Made me, (a senior citizen) very comfortable. Attention to details, beyond compare. A class on its own.",made senior citizen comfortable attention detail beyond compare class,0.0,0.708,0.292,0.5106,positive
Tweet,Amrcus,2023-04-04,"I had the most amazing time spending a weekend in San Juan. Time seems to slow down while you enjoy the beach and company of the locals, as the entire place exudes a laid-back feeling. There is a lot to discover, including great places to eat and chill out in the neighborhood. The sunsets are especially beautiful, bathing everything in a warm glow that creates the ideal atmosphere for a leisurely evening by the sea. Every second seemed like a little getaway from the hectic pace of the city.",Activities,"I had the most amazing time spending a weekend in San Juan. Time seems to slow down while you enjoy the beach and the company of the locals, as the entire place exudes a laid-back feeling. There is a lot to discover, including great places to eat and chill out in the neighborhood. The sunsets are especially beautiful, bathing everything in a warm glow that creates the ideal atmosphere for a leisurely evening by the sea. Every second seemed like a little getaway from the hectic pace of the city.",amazing time spending weekend san juan time seems slow enjoy beach company local entire place exudes laidback feeling lot discover including great place eat chill neighborhood sunset especially beautiful bathing everything warm glow creates ideal atmosphere leisurely evening sea every second seemed like little getaway hectic pace city,0.0,0.574,0.426,0.9781,positive
Tweet,JanetLacson,2020-08-15,"The service at El Navi was exceptional, and the view was breathtaking.",Experience,"The service at El Navi was exceptional, and the view was breathtaking.",service el navi exceptional view breathtaking,0.0,0.604,0.396,0.507,positive
Post,Hannah Gutierrez,2023-01-27,Gefseis Greek Grill offers the best Greek food experience with stunning beachfront views.,Experience,Gefseis Greek Grill offers the best Greek food experience with stunning beachfront views.,gefseis greek grill offer best greek food experience stunning beachfront view,0.0,0.57,0.43,0.7783,positive
Tweet,Lex_Cooper_22,2022-08-25,"Some items seemed too expensive for the quality. While I appreciate the handmade aspect, I didnÆt feel like the pricing was aligned with the quality of the work.",Experience,"Some items seemed too expensive for the quality. While I appreciate the handmade aspect, I didnÆt feel like the pricing was aligned with the quality of the work.",item seemed expensive quality appreciate handmade aspect didnæt feel like pricing aligned quality work,0.0,0.698,0.302,0.6369,positive
Post,Geraldine Navarro,2020-11-10,"The staff are very friendly and accommodating, and the entire resort is kept clean, especially the rooms. We will surely return.",Experience,"The staff are very friendly and accommodating, and the entire resort is kept clean, especially the rooms. We will surely return.",staff friendly accommodating entire resort kept clean especially room surely return,0.0,0.468,0.532,0.8434,positive
Post,Arga Marie,2023-10-28,I would highly recommend Carlton's Lodge! The place is so neat and the owners are so friendly. ,Accomodation,I would highly recommend Carlton's Lodge! The place is so neat and the owners are so friendly.,would highly recommend carltons lodge place neat owner friendly,0.0,0.4,0.6,0.8399,positive
Post,Sam Lomondot,2023-10-19,It is a great experience at Elyumanos Gastronomic Delights La Union. The ambiance is very welcoming and charming. Amazing food and service. Staff are extremely knowledgeable and make great recommendations.,Food,It is a great experience at Elyumanos Gastronomic Delights La Union. The ambiance is very welcoming and charming. Amazing food and service. Staff are extremely knowledgeable and make great recommendations.,great experience elyumanos gastronomic delight la union ambiance welcoming charming amazing food service staff extremely knowledgeable make great recommendation,0.0,0.362,0.638,0.9746,positive
Tweet,Treasure Lopez,2024-03-08,Villas Buenavista is popular for its accessibility and comfort.,Accomodation,Villas Buenavista is popular for its accessibility and comfort.,villa buenavista popular accessibility comfort,0.0,0.361,0.639,0.6486,positive
Tweet,?,2024-07-17,this elyu vibe ALWAYS left me GAGGED(iconic),Experience,this elyu vibe ALWAYS leaves me GAGGED(iconic),elyu vibe always leaf gaggediconic,0.0,1.0,0.0,0.0,positive
Post,Alecxandra Jeza Bautista Mariano,2019-12-06,"If you're looking for happiness and a peace of mind THE ESCAPE SAN JUAN IS THE PLACE WORTH GOING! A place to party, a place to relax, a place to bond. Technically, they got everything you need. Awesome and cool staff, they are very accommodating and helpful. The place is amazing(instaworthy), clean and very accessible. VIP treatment indeed! Been here twice and we can't seem to get enough of this place. Be back soon!",Accomodation,"If you're looking for happiness and a peace of mind THE ESCAPE SAN JUAN IS THE PLACE WORTH GOING! A place to party, a place to relax, a place to bond. Technically, they got everything you need. Awesome and cool staff, they are very accommodating and helpful. The place is amazing(instaworthy), clean and very accessible. VIP treatment indeed! Been here twice and we can't seem to get enough of this place. Be back soon!",youre looking happiness peace mind escape san juan place worth going place party place relax place bond technically got everything need awesome cool staff accommodating helpful place amazinginstaworthy clean accessible vip treatment indeed twice cant seem get enough place back soon,0.0,0.488,0.512,0.9826,positive
Post,Arrian Jade Jaring,2019-11-04,Ang mahal ng 1.5 Coke!!!!,Food,How expensive is 1.5 Coke!!!!,expensive 15 coke,0.0,1.0,0.0,0.0,positive
Reply,ò3rigom3/9ò,2024-08-06,"Diba gurl nakakawala siya ng stress, ask naten mga taga VisMin pero baka puede Batangas muna or Elyu",Experience,"Isn't it gurl that he gets rid of stress, ask people from VisMin but maybe he can go to Batangas or Elyu first",isnt gurl get rid stress ask people vismin maybe go batangas elyu first,0.189,0.811,0.0,-0.4215,negative
Tweet,MONICA,2023-10-09,"I found the ambiance at Chillin Hotel to be relaxing, perfect for unwinding.",Experience,"I found the ambiance at Chillin Hotel to be relaxing, perfect for unwinding.",found ambiance chillin hotel relaxing perfect unwinding,0.0,0.42,0.58,0.7845,positive
Post,TeamClover Vlogs,2024-05-16,"Yung ilokano ka, kaya alam mo ibig sabihin neto. *GUTOM kaming pumasok dito, BUSOG kaming lumabas. Sarap ng mga pagkain! 
BISIN Buffet Restaurant #sanjuanLaunion ",Food,"You're from Ilocano, so you know what it means. *We came in here HUNGRY, we came out FULL. The food is delicious! 
BISIN Buffet Restaurant #sanjuanLaunion",youre ilocano know mean came hungry came full food delicious bisin buffet restaurant sanjuanlaunion,0.0,0.778,0.222,0.5719,positive
Post,Jez Reel Guerzon Taynecá,2024-06-12,Our stay here was good and the place has really aesthetic vibes. Highly recommended!,Accomodation,Our stay here was good and the place has really aesthetic vibes. Highly recommended!,stay good place really aesthetic vibe highly recommended,0.0,0.546,0.454,0.6115,positive
Post,Lei Denise Fenis,2019-08-26,very accomodating staff,Accomodation,very accommodating staff,accommodating staff,0.0,1.0,0.0,0.0,positive
Reply,Isla ?? | ???????????? ????????,2023-09-07,"The bus was a good choice for getting to nearby towns, even if it took some time to Elyu.",Transportation,"The bus was a good choice for getting to nearby towns, even if it took some time to Elyu.",bus good choice getting nearby town even took time elyu,0.0,0.756,0.244,0.4404,positive
Tweet,VanessaMendoza,2022-10-24,Mad Monkeys Burger Lab had amazing fries to complement their burgers!,Food,Mad Monkeys Burger Lab had amazing fries to complement their burgers!,mad monkey burger lab amazing fry complement burger,0.246,0.462,0.292,0.1531,positive
